Country Name,Region,GDP_pc,GDP_pc_PPP,GDP_growth,LQI,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,HDI,Control of Corruption: Estimate,Control of Corruption: Percentile Rank,Government Effectiveness: Estimate,Government Effectiveness: Percentile Rank,Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Percentile Rank,Regulatory Quality: Estimate,Regulatory Quality: Percentile Rank,Rule of Law: Estimate,Rule of Law: Percentile Rank,Voice and Accountability: Estimate,Voice and Accountability: Percentile Rank,Government Quality
Chile,Latin America & Caribbean,14741.7144039936,25395.4977729202,-0.245035756890886,0.3340334663586081,33.27,46.02,63.97,43.9,17.17,35.82,78.54,90.21,0.851,1.3726095454545453,88.53110863636363,1.1639790499999998,84.22524363636363,0.486097940909091,62.73497818181818,1.4124751363636363,90.18643818181818,1.2639683636363637,86.9787631818182,1.024997718181818,80.630175,0.8195644842040787
China,East Asia & Pacific,10143.8381719921,16653.338843518,5.57453312716906,0.3684800112021283,59.99,70.61,66.4,41.77,29.04,40.01,80.57,78.41,0.761,-0.3900846863636363,42.076341818181824,0.1340420681818181,59.648376363636366,-0.4295905545454545,31.53953409090909,-0.2474269454545454,44.84357454545454,-0.4358784318181818,39.08962363636364,-1.5814526363636363,6.746006909090909,0.4160069373211357
Côte d'Ivoire,Sub-Saharan Africa,,,,,,,,,,,,,0.538,,,,,,,,,,,,,
Cameroon,Sub-Saharan Africa,1533.09568807789,3901.14195980824,0.835333750899835,,,,,,,,,,0.563,-1.1397211318181817,11.457272045454546,-0.839478468181818,20.393588636363635,-0.7620553727272729,23.23736395454545,-0.8282957454545453,21.010440454545456,-1.1133835500000002,13.213645727272729,-1.049946222727273,18.543973181818185,0.2999397132215286
"Congo, Dem. Rep.",Sub-Saharan Africa,580.716870645391,1144.38102852206,1.11015954346362,,,,,,,,,,,-1.430047909090909,3.6867167818181823,-1.6421178181818183,3.1292337863636366,-2.1779608636363643,3.0433359363636368,-1.5253702272727274,5.59158744090909,-1.6860749545454548,2.402895231818181,-1.4585015909090908,8.511008363636362,0.125277459277481
"Congo, Rep.",Sub-Saharan Africa,2369.72949429109,3987.49015807688,-2.61495233462033,,,,,,,,,,,-1.1607331045454543,11.146155363636364,-1.211215727272727,9.634107636363636,-0.7785338727272727,22.70354440909091,-1.2332685454545456,9.99979831818182,-1.2081661363636365,10.46048709090909,-1.1284585454545455,16.30341159090909,0.2587478730767703
Cook Islands,,,,,,,,,,,,,,,0.1105313916666666,59.0527975,-0.265287,42.86575666666666,1.09916174,87.627202,-0.2502275,42.76978841666667,0.0639818333333333,51.54470333333334,0.1343458,52.06883125,0.5763074419630022
Colombia,Latin America & Caribbean,6424.9794924083,15688.6333779317,1.88927448744572,0.357767975915424,28.85,42.29,67.19,26.72,16.89,47.8,62.98,88.3,0.767,-0.295645259090909,46.46332181818182,-0.1148656545454545,50.81534818181819,-1.4930025772727271,9.403769818181816,0.2184977363636363,59.99372727272728,-0.4806390454545454,37.7148181818182,-0.1390273318181818,43.83910136363636,0.4429416886657832
Comoros,Sub-Saharan Africa,1401.54231196814,3188.1754621661,-0.46527893172582,,,,,,,,,,0.554,-0.8507679727272727,21.579399772727275,-1.56751655,4.196892418181817,-0.2758623409090908,37.75751409090908,-1.2724539545454543,9.079955,-1.015525240909091,15.888341409090913,-0.4565880499999999,33.938514090909095,0.3122104074180115
Cabo Verde,Sub-Saharan Africa,3603.77524058462,7475.12251980896,4.48183015631996,,,,,,,,,,0.665,0.7917790409090909,77.24933272727273,0.1291916047619047,59.51708047619048,0.8592107636363636,75.73578863636364,-0.1627432227272727,47.53095227272727,0.5415537863636364,67.7883268181818,0.8600249954545455,73.61159181818181,0.6650115365154377
Costa Rica,Latin America & Caribbean,12693.8279560372,22511.300668619,1.28151371094327,0.4875026254988447,39.88,46.14,62.75,47.01,10.64,60.19,44.66,99.48,0.81,0.656991,73.71727681818182,0.3247199636363636,65.10253727272729,0.6609057363636364,68.07882272727274,0.4976524954545454,67.67182545454546,0.5472765181818181,67.95596727272726,1.0517988818181818,81.42225636363636,0.6950588858360982
Cuba,Latin America & Caribbean,9125.8786794952,,-0.123773041706542,,,,,,,,,,0.783,0.2237408545454545,63.06277227272728,-0.3316492863636363,42.77686045454545,0.4240895363636364,59.99954818181818,-1.4304999090909087,6.521784545454545,-0.7660542499999998,26.273290909090917,-1.6216657272727273,5.909812772727273,0.3929958137991024
Cayman Islands,Latin America & Caribbean,91392.6425875166,76747.6663062938,2.57669161664211,,,,,,,,,,,1.0689692772727268,82.25246727272727,1.3699211363636363,87.96392636363638,1.0786819590909091,86.203715,1.1318713772727271,83.87862545454547,1.0156044227272727,81.59924,0.7991270090909091,72.94265227272729,0.8087209659685488
Cyprus,Europe & Central Asia,29206.0767190775,42384.2408125411,3.86453264067046,0.6627459217251277,57.31,67.88,51.98,59.03,6.4,22.93,56.85,93.34,0.887,0.9872086045454546,80.66217090909092,1.2152155272727272,84.74463681818182,0.4862439045454545,62.57314318181818,1.1677092681818182,84.4578059090909,0.9804765999999998,81.40824090909092,1.0254462318181818,80.45399727272728,0.7836146823013971
Czech Republic,Europe & Central Asia,23660.1488068317,42847.0047376207,2.62455743475904,0.7715465938528319,66.47,74.46,75.34,48.24,13.56,29.45,35.86,77.13,,0.4503412409090908,68.97803636363635,0.9211920863636364,78.59316909090909,0.9549513090909092,81.26134454545455,1.1225572772727272,83.09927772727274,0.9603565,80.20419636363637,0.9671282409090908,77.92925636363637,0.7633513952211083
Germany,Europe & Central Asia,46794.8992915603,55652.8874913932,0.827864779161388,0.8949800462087797,103.08,63.63,73.25,65.58,8.93,31.14,27.75,82.44,0.947,1.8475484090909091,93.87711772727272,1.6027058181818183,91.74780272727274,0.8660690363636363,75.85154727272729,1.5853761818181815,93.0841927272727,1.673050590909091,93.08605454545456,1.3811272272727275,93.47141863636364,0.9126584522501332
Djibouti,Middle East & North Africa,3414.9161775746,5768.83108992215,6.15054746812686,,,,,,,,,,0.524,-0.6310748999999999,31.378025454545455,-0.8850502272727272,19.6917,-0.29268315,36.414336818181816,-0.6862412681818183,25.789807272727277,-0.8581916363636364,22.026200909090907,-1.1946146636363637,14.763001636363638,0.3493711776526198
Dominica,Latin America & Caribbean,8516.28003895161,12892.0210996239,7.29874797406434,,,,,,,,,,0.742,0.6156108499999999,72.33593863636362,0.3157309272727273,62.9980509090909,0.9184476045454546,80.34934545454544,0.4755693545454546,66.51796136363636,0.6687488363636364,71.97694545454546,0.9777257590909092,78.31614272727273,0.7047567927499078
Denmark,Europe & Central Asia,59775.7350964515,58700.9746656312,1.7496140950622,0.9796261289645032,99.45,73.44,80.07,84.12,6.78,28.52,20.97,81.8,0.94,2.332377545454545,99.66623863636364,2.024211181818182,98.31403181818182,1.090274659090909,85.48580363636364,1.7622193181818178,96.75947,1.924082181818182,98.61668363636365,1.5700425454545457,98.14052954545454,0.9855456191028712
Dominican Republic,Latin America & Caribbean,8282.11713050921,19191.5803869457,3.95840417453633,,,,,,,,,,0.756,-0.7261166499999999,26.605567727272728,-0.4749201636363636,36.79473863636363,-0.0087569999999999,45.75598954545455,-0.1646246954545454,48.173995909090905,-0.5627076363636364,33.61250772727273,0.1305157772727272,52.75497363636364,0.4637179794904166
Algeria,Middle East & North Africa,3989.66827645236,12009.248207942,-0.934555885396762,,,,,,,,,,0.748,-0.6300428000000001,31.201091363636355,-0.5983013045454546,32.00206272727274,-1.249881059090909,12.018657272727271,-0.9498006454545452,18.025799045454544,-0.8157156227272729,23.666744545454545,-0.977034031818182,20.469738181818183,0.3213013798650986
Ecuador,Latin America & Caribbean,6222.52465327248,11851.4654079335,-1.65324963404186,0.4648883287824686,31.76,42.76,69.26,37.34,12.48,38.87,58.22,94.51,0.759,-0.7021837272727274,27.404050909090905,-0.6355056772727272,29.20820727272727,-0.4984446045454546,30.438784545454546,-0.8864600909090907,19.472277545454546,-0.8666023500000001,21.475485454545456,-0.1652769909090908,42.38443454545455,0.38246589366631
"Egypt, Arab Rep.",Middle East & North Africa,3019.09228346646,12260.7205373863,3.49204687443208,,,,,,,,,,,-0.616549790909091,31.452923636363632,-0.4970457636363635,36.24277954545454,-0.9274735,20.04308763636364,-0.51031815,33.41846090909091,-0.2727504909090909,44.19509090909091,-1.1235684,16.23099409090909,0.3744054932968095
Eritrea,Sub-Saharan Africa,,,,,,,,,,,,,0.459,-0.5460553818181818,35.07104840909091,-1.3302965227272727,8.612031409090909,-0.7686321772727273,21.895623636363634,-1.8875293454545456,4.379093063636363,-1.1905002272727272,13.25952068181818,-2.015087818181818,2.3104684090909084,0.216295031214765
Spain,Europe & Central Asia,29555.3156985079,41696.3111045261,1.35796294893549,0.8124343625288803,70.04,66.13,78.37,53.88,8.78,29.24,39.66,93.83,0.904,1.0418960363636365,81.77314727272724,1.223990345454545,83.98086863636364,0.0849471818181818,49.11140772727272,1.1041775272727272,83.11122500000002,1.1352775954545455,84.5941059090909,1.131313827272727,84.75622636363637,0.7777456992721752
Estonia,Europe & Central Asia,23397.1200148694,37850.0741478592,3.71028576383254,0.8524119582720716,63.46,76.18,73.33,53.68,9.25,24.51,19.75,64.28,0.892,1.080004572727273,82.93847363636365,0.9973706181818184,80.76701545454544,0.6944021363636362,69.57518545454546,1.4331834090909092,90.1540668181818,1.0865771136363636,82.79473181818183,1.1034249090909092,84.32144272727272,0.8058338771427122
Ethiopia,Sub-Saharan Africa,855.760885186903,2315.34773012818,5.60436973620631,,,,,,,,,,0.485,-0.5863429363636364,32.69975363636364,-0.6666580272727273,28.60273659090909,-1.4430289363636366,10.018220318181818,-1.038460009090909,14.901089045454547,-0.6902552909090909,28.30956045454545,-1.221015040909091,14.127459272727272,0.3035737992767185
Finland,Europe & Central Asia,48628.641762105,50321.5396907229,1.10927871251762,0.927816285094168,91.02,72.75,76.31,73.2,7.95,27.8,12.09,56.64,0.938,2.2830445,99.23585045454546,2.0776084545454543,98.94351863636363,1.357770518181818,94.4673318181818,1.7821463636363633,97.36409954545456,1.996466818181818,99.67123,1.5526868636363638,97.66799999999998,1.0
Fiji,East Asia & Pacific,6175.89065331713,14262.9995440375,-1.16876751454872,,,,,,,,,,0.743,0.1300090363636363,60.02188136363637,-0.3009992681818181,43.816351363636365,0.3656330318181817,58.13555681818182,-0.3918803,38.52995590909092,-0.3209469818181818,42.09577954545456,-0.2886367,39.770635454545456,0.505422634152149
France,Europe & Central Asia,40578.6442850534,49072.3638300842,1.62035845279964,0.7296086256388714,85.41,47.59,80.18,74.13,9.94,35.25,42.44,89.7,0.901,1.3572276363636364,88.79433818181816,1.4934602727272726,89.47423863636364,0.4532370090909092,61.50051863636363,1.1653551454545452,84.51113181818181,1.4258544545454546,89.70849454545454,1.220950090909091,88.40378409090907,0.835914356241174
"Micronesia, Fed. Sts.",East Asia & Pacific,3585.39244888455,3612.09767201253,0.133812944929986,,,,,,,,,,,0.0917782285714285,58.55757380952381,-0.4812731428571429,35.68007380952381,1.0928507944444446,87.84592500000001,-0.6826668142857143,26.755376190476195,0.1503332727272727,57.59809954545455,1.0513905136363637,81.85149727272727,0.5900689833749245
Gabon,Sub-Saharan Africa,7766.99655422948,15577.9187568638,1.37116920912574,,,,,,,,,,0.703,-0.8381286499999999,22.424285,-0.7191558136363636,25.751326818181813,0.1962164409090908,52.86972727272728,-0.5032586363636364,34.059301363636365,-0.5372843,34.69845590909091,-0.8138906681818181,25.605903636363635,0.4049482666172181
United Kingdom,Europe & Central Asia,43070.4983595888,49041.4635475451,1.0999959123708,0.7652453966253588,88.78,53.53,74.83,69.65,8.86,34.4,40.2,88.06,0.932,1.8338259090909088,93.92603,1.6591257727272726,92.78002181818182,0.4752280136363636,61.88497727272728,1.756556818181818,96.54073227272728,1.6970641363636365,93.5436809090909,1.3251339090909091,91.60709863636365,0.903942731520196
Georgia,Europe & Central Asia,4697.98365238984,15623.1529588881,5.16261881694761,0.4809913883637891,31.15,75.7,54.25,30.18,12.03,35.4,69.28,84.2,0.812,-0.0245427409090908,52.81288654545455,0.122114359090909,56.76257409090909,-0.7705902136363637,23.269630090909093,0.3080187681818182,59.10989,-0.2863616681818182,44.09255818181818,-0.0559025909090908,46.59248272727273,0.5095755039187828
Ghana,Sub-Saharan Africa,2246.62557816432,5774.3338132172,4.22918126352458,,,,,,,,,,0.611,-0.1498849363636363,52.40664181818181,-0.0984853136363636,51.252795909090906,-0.0125131136363636,45.17716727272727,-0.0935951227272727,49.94265727272728,0.0034671909090909,54.29643727272728,0.3556264227272727,59.34697590909092,0.5392704407819746
Guinea,Sub-Saharan Africa,1058.14336817356,2675.59369518887,2.69338419991574,,,,,,,,,,0.477,-1.014876590909091,15.24578622727273,-1.0356045863636365,14.51389759090909,-1.225582627272727,14.562658818181818,-0.9478856181818182,17.340298545454548,-1.3204388636363635,7.833813,-1.053930268181818,17.890300454545454,0.2638393071885856
"Gambia, The",Sub-Saharan Africa,772.045914215139,2319.00114098602,3.09684344959481,,,,,,,,,,,-0.5665004590909092,33.749810454545454,-0.638999740909091,29.656975000000003,0.1477376681818182,51.04709136363636,-0.4621668181818182,35.10821681818182,-0.4075160818181818,39.078545454545456,-0.9037701363636366,22.03570477272727,0.4209781633237378
Guinea-Bissau,Sub-Saharan Africa,749.453747028806,2021.30194281608,1.96420146424497,,,,,,,,,,0.48,-1.274324,7.977254045454544,-1.3094425454545455,8.72766281818182,-0.7072816090909091,24.278133954545453,-1.1312897181818184,12.556697090909092,-1.360426590909091,7.102715863636362,-0.7971274727272726,25.271502272727272,0.2646079449757689
Equatorial Guinea,Sub-Saharan Africa,8419.9333361253,19285.0362474418,-9.23893172984212,,,,,,,,,,0.592,-1.576425681818182,1.3172031454545452,-1.476388704545455,5.248831727272727,-0.0323203772727272,44.65884272727272,-1.4250722727272729,6.614120454545456,-1.3903584090909091,6.715490136363636,-1.8103848181818176,3.5419334090909094,0.2174276017748681
Greece,Europe & Central Asia,19133.7577636254,30356.2663953863,1.91089104761153,0.5377021634110482,39.73,52.59,57.31,56.22,10.12,33.8,51.94,94.18,0.888,0.1604084045454545,62.03156227272728,0.5153327772727272,69.70705181818184,0.2270882363636363,53.65201272727273,0.6425886136363638,71.7767090909091,0.5808016590909092,69.65565318181817,0.8907410954545455,75.61477727272728,0.6649257660721827
Grenada,Latin America & Caribbean,10827.4352905074,17580.9007123125,0.238209642532624,,,,,,,,,,0.779,0.5015869181818183,70.29487772727272,0.1569144272727272,59.16516045454545,0.7227516363636364,71.65284727272726,0.2360809954545454,59.27591454545455,0.2527096727272728,61.1239,0.7314808681818182,69.94002181818182,0.6475964867253063
